Variable...Field.Name,Form.Name,Section.Header,Field.Type,Field.Label,Choices..Calculations..OR.Slider.Labels,Field.Note,Text.Validation.Type.OR.Show.Slider.Number,Text.Validation.Min,Text.Validation.Max,Identifier.,Branching.Logic..Show.field.only.if....,Required.Field.,Custom.Alignment,Question.Number..surveys.only.,Matrix.Group.Name,Matrix.Ranking.,Field.Annotation
vo2_1_hr,exercise_capacity_test_vo2peak,EXERCISE PHASE 1 (3 minutes total),text,23. Hr (bpm),,,,,,,[vo2_warm_up_complete] = '1',y,,,,,Take Value When Time Remaining Is 9:45
vo2_1_rpm,exercise_capacity_test_vo2peak,,text,24. Rpm (50-70),,,,,,,[vo2_warm_up_complete] = '1',y,,,,,Take Value When Time Remaining Is 9:45
vo2_1_vo2,exercise_capacity_test_vo2peak,,text,25. Vo2 (ml/kg/min),,,,,,,[vo2_warm_up_complete] = '1',y,,,,,Take Value When Time Remaining Is 9:45
vo2_1_watt,exercise_capacity_test_vo2peak,,text,26. Watt,,,number,,,,[vo2_warm_up_complete] = '1',y,,,,,
vo2_1_rq,exercise_capacity_test_vo2peak,,text,27. Rq,,,,,,,[vo2_warm_up_complete] = '1',y,,,,,Take Value When Time Remaining Is 9:45
vo2_1_rpe,exercise_capacity_test_vo2peak,,text,28. Rpe (6-20),,,,,,,[vo2_warm_up_complete] = '1',y,,,,,Take Value When Time Remaining Is 9:45
vo2_1_complete,exercise_capacity_test_vo2peak,,yesno,29. Was this phase completed?,,,,,,,[vo2_warm_up_complete] = '1',y,,,,,
vo2_2_hr,exercise_capacity_test_vo2peak,EXERCISE PHASE 2 (3 minutes total),text,30. Hr (bpm),,,,,,,[vo2_1_complete] = '1',y,,,,,Take Value When Time Remaining Is 12:45
vo2_2_rpm,exercise_capacity_test_vo2peak,,text,31. Rpm (50-70),,,,,,,[vo2_1_complete] = '1',y,,,,,Take Value When Time Remaining Is 12:45
vo2_2_vo2,exercise_capacity_test_vo2peak,,text,32. Vo2 (ml/kg/min),,,,,,,[vo2_1_complete] = '1',y,,,,,Take Value When Time Remaining Is 12:45
vo2_2_watt_2,exercise_capacity_test_vo2peak,,text,33. Watt,,,number,,,,[vo2_1_complete] = '1',y,,,,,
vo2_2_rq,exercise_capacity_test_vo2peak,,text,34. Rq,,,,,,,[vo2_1_complete] = '1',y,,,,,Take Value When Time Remaining Is 12:45
vo2_2_rpe,exercise_capacity_test_vo2peak,,text,35. Rpe (6-20),,,,,,,[vo2_1_complete] = '1',y,,,,,Take Value When Time Remaining Is 12:45
vo2_2_complete,exercise_capacity_test_vo2peak,,yesno,36. Was this phase completed?,,,,,,,[vo2_1_complete] = '1',y,,,,,
vo2_3_hr,exercise_capacity_test_vo2peak,EXERCISE PHASE 3 (3 minutes total),text,37. Hr (bpm),,,,,,,[vo2_2_complete] = '1',y,,,,,Take Value When Time Remaining Is 15:45
vo2_3_rpm,exercise_capacity_test_vo2peak,,text,38. Rpm (50-70),,,,,,,[vo2_2_complete] = '1',y,,,,,Take Value When Time Remaining Is 15:45
vo2_3_vo2,exercise_capacity_test_vo2peak,,text,39. Vo2 (ml/kg/min),,,,,,,[vo2_2_complete] = '1',y,,,,,Take Value When Time Remaining Is 15:45
vo2_3_watt,exercise_capacity_test_vo2peak,,text,40. Watt,,,number,,,,[vo2_2_complete] = '1',y,,,,,
vo2_3_rq,exercise_capacity_test_vo2peak,,text,41. Rq,,,,,,,[vo2_2_complete] = '1',y,,,,,Take Value When Time Remaining Is 15:45
vo2_3_rpe,exercise_capacity_test_vo2peak,,text,42. Rpe (6-20),,,,,,,[vo2_2_complete] = '1',y,,,,,Take Value When Time Remaining Is 15:45
vo2_3_complete,exercise_capacity_test_vo2peak,,yesno,43. Was this phase completed?,,,,,,,[vo2_2_complete] = '1',y,,,,,
vo2_4_hr,exercise_capacity_test_vo2peak,EXERCISE PHASE 4 (3 minutes total),text,44. Hr (bpm),,,,,,,[vo2_3_complete] = '1',y,,,,,Take Value When Time Remaining Is 18:45
vo2_4_rpm,exercise_capacity_test_vo2peak,,text,45. Rpm (50-70),,,,,,,[vo2_3_complete] = '1',y,,,,,Take Value When Time Remaining Is 18:45
vo2v_4_vo2,exercise_capacity_test_vo2peak,,text,46. Vo2 (ml/kg/min),,,,,,,[vo2_3_complete] = '1',y,,,,,Take Value When Time Remaining Is 18:45
vo2_4_watt,exercise_capacity_test_vo2peak,,text,47. Watt,,,number,,,,[vo2_3_complete] = '1',y,,,,,
vo2_4_rq,exercise_capacity_test_vo2peak,,text,48. Rq,,,,,,,[vo2_3_complete] = '1',y,,,,,Take Value When Time Remaining Is 18:45
vo2_4_rpe,exercise_capacity_test_vo2peak,,text,49. Rpe (6-20),,,,,,,[vo2_3_complete] = '1',y,,,,,Take Value When Time Remaining Is 18:45
vo2_4_complete,exercise_capacity_test_vo2peak,,yesno,50. Was this phase completed?,,,,,,,[vo2_3_complete] = '1',y,,,,,
vo2_5_hr,exercise_capacity_test_vo2peak,EXERCISE PHASE 5 (3 minutes total),text,51. Hr (bpm),,,,,,,[vo2_4_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_5_rpm,exercise_capacity_test_vo2peak,,text,52. Rpm (50-70),,,,,,,[vo2_4_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_5_vo2,exercise_capacity_test_vo2peak,,text,53. Vo2 (ml/kg/min),,,,,,,[vo2_4_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_5_watt,exercise_capacity_test_vo2peak,,text,54. Watt,,,number,,,,[vo2_4_complete] = '1',y,,,,,
vo2_5_rq,exercise_capacity_test_vo2peak,,text,55. Rq,,,,,,,[vo2_4_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_5_rpe,exercise_capacity_test_vo2peak,,text,56. Rpe (6-20),,,,,,,[vo2_4_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_5_complete,exercise_capacity_test_vo2peak,,yesno,57. Was this phase completed?,,,,,,,[vo2_4_complete] = '1',y,,,,,
vo2_6_hr,exercise_capacity_test_vo2peak,EXERCISE PHASE 6 (3 minutes total)<br><br>,text,58. Hr (bpm),,,,,,,[vo2_5_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_6_rpm,exercise_capacity_test_vo2peak,,text,59. Rpm (50-70),,,,,,,[vo2_5_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_6_vo2,exercise_capacity_test_vo2peak,,text,60. Vo2 (ml/kg/min),,,,,,,[vo2_5_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_6_watt,exercise_capacity_test_vo2peak,,text,61. Watt,,,number,,,,[vo2_5_complete] = '1',y,,,,,
vo2_6_rq,exercise_capacity_test_vo2peak,,text,62. Rq,,,,,,,[vo2_5_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_6_rpe,exercise_capacity_test_vo2peak,,text,63. Rpe (6-20),,,,,,,[vo2_5_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_6_complete,exercise_capacity_test_vo2peak,,yesno,64. Was this phase completed?,,,,,,,[vo2_5_complete] = '1',y,,,,,
vo2_7_hr,exercise_capacity_test_vo2peak,"EXERCISE PHASE 7 (3 minutes total)

",text,65. Hr (bpm),,,,,,,[vo2_6_complete] = '1',y,,,,,Take Value When Time Remaining Is 24:45
vo2_7_rpm,exercise_capacity_test_vo2peak,,text,66. Rpm (50-70),,,,,,,[vo2_6_complete] = '1',y,,,,,Take Value When Time Remaining Is 24:45
vo2_7_vo2,exercise_capacity_test_vo2peak,,text,67. Vo2 (ml/kg/min),,,,,,,[vo2_6_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_7_watt,exercise_capacity_test_vo2peak,,text,68. Watt,,,number,,,,[vo2_6_complete] = '1',y,,,,,
vo2_7_rq,exercise_capacity_test_vo2peak,,text,69. Rq,,,,,,,[vo2_6_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_7_rpe,exercise_capacity_test_vo2peak,,text,70. Rpe (6-20),,,,,,,[vo2_6_complete] = '1',y,,,,,Take Value When Time Remaining Is 21:45
vo2_7_complete,exercise_capacity_test_vo2peak,,yesno,71. Was this phase completed?,,,,,,,[vo2_6_complete] = '1',y,,,,,
vo2_recovery_min1_hr,exercise_capacity_test_vo2peak,RECOVERY PHASE (3 minutes total),text,72. Minute 1 heart rate (bpm),,,,,,,,y,,,,,
vo2_recovery_min1_rpm,exercise_capacity_test_vo2peak,,text,73. Minute 1 rpm (50-70),,,,,,,,y,,,,,
vo2_recovery_min2_hr,exercise_capacity_test_vo2peak,,text,74. Minute 2 heart rate (bpm),,,,,,,,y,,,,,
vo2_recovery_min2_rpm,exercise_capacity_test_vo2peak,,text,75. Minute 2 rpm (50-70),,,,,,,,y,,,,,
vo2_recovery_min3_hr,exercise_capacity_test_vo2peak,,text,76. Minute 3 heart rate (bpm),,,,,,,,y,,,,,
vo2_recovery_min3_rpm,exercise_capacity_test_vo2peak,,text,77. Minute 3 rpm (50-70),,,,,,,,y,,,,,
vo2_recovery_complete,exercise_capacity_test_vo2peak,,yesno,78. Was this phase completed?,,,,,,,,y,,,,,
vo2_peak_hr,exercise_capacity_test_vo2peak,SUMMARY DATA,text,79. Peak heart rate (bpm),,,,,,,,y,,,,,
vo2_peak_watts,exercise_capacity_test_vo2peak,,text,80. Peak watt,,,,,,,,y,,,,,
vo2_peak_vo2,exercise_capacity_test_vo2peak,,text,81. Peak vo2 (ml/kg/min),,,,,,,,y,,,,,
vo2_percent_peak_hr,exercise_capacity_test_vo2peak,,calc,82. 70% peak hr (bpm),([vo2_peak_hr]*0.7),,,,,,,y,,,,,Equation: 0.7*Peak HR
vo2_classification,exercise_capacity_test_vo2peak,,text,83. Classification,,,,,,,,,,,,,
vo2_disinfect2,exercise_capacity_test_vo2peak,,yesno,"84. Was all equipment disinfected/sanitized after use (stationary bike, stadiometer, heart rate monitor and strap, face mask and head strap)?",,,,,,,,y,,,,,
vo2_notes,exercise_capacity_test_vo2peak,,notes,,,,,,,,,,,,,,
im_temp_measure_date,intramuscular_im_temperature_measure,,text,Date intramuscular temperature measurement performed?,,,date_dmy,,,,,y,,,,,
im_temp_measure_time,intramuscular_im_temperature_measure,,text,Time intramuscular temperature measurement performed?,,,time,,,,,y,,,,,
im_temp_leg,intramuscular_im_temperature_measure,TIME 0 (mins) ,dropdown,Im probe leg,"1, Right | 2, Left",,,,,,,,,,,,
im_temp_heat_pad,intramuscular_im_temperature_measure,,text,1. Heating pad temperature (°c),,,number,,,,,y,,,,,
imt_im,intramuscular_im_temperature_measure,,text,2. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin,intramuscular_im_temperature_measure,,text,3. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite,intramuscular_im_temperature_measure,,text,4. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp,intramuscular_im_temperature_measure,,text,5. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead,intramuscular_im_temperature_measure,,text,6. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_2,intramuscular_im_temperature_measure,TIME 5 (mins) ,text,7. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_2,intramuscular_im_temperature_measure,,text,8. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_2,intramuscular_im_temperature_measure,,text,9. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_2,intramuscular_im_temperature_measure,,text,10. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_2,intramuscular_im_temperature_measure,,text,11. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_2,intramuscular_im_temperature_measure,,text,12. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_3,intramuscular_im_temperature_measure,TIME 10 (mins) ,text,13. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_3,intramuscular_im_temperature_measure,,text,14. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_3,intramuscular_im_temperature_measure,,text,15. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_3,intramuscular_im_temperature_measure,,text,16.  Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_3,intramuscular_im_temperature_measure,,text,17. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_3,intramuscular_im_temperature_measure,,text,18. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_4,intramuscular_im_temperature_measure,TIME 15 (mins),text,19. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_4,intramuscular_im_temperature_measure,,text,20. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_4,intramuscular_im_temperature_measure,,text,21. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_4,intramuscular_im_temperature_measure,,text,22. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_4,intramuscular_im_temperature_measure,,text,23. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_4,intramuscular_im_temperature_measure,,text,24. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_5,intramuscular_im_temperature_measure,TIME 20 (mins),text,25. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_5,intramuscular_im_temperature_measure,,text,26. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_5,intramuscular_im_temperature_measure,,text,27. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_5,intramuscular_im_temperature_measure,,text,28. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_5,intramuscular_im_temperature_measure,,text,29. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_5,intramuscular_im_temperature_measure,,text,30. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_6,intramuscular_im_temperature_measure,TIME 25 (mins),text,31. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_6,intramuscular_im_temperature_measure,,text,32. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_6,intramuscular_im_temperature_measure,,text,33. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_6,intramuscular_im_temperature_measure,,text,34. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_6,intramuscular_im_temperature_measure,,text,35. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_6,intramuscular_im_temperature_measure,,text,36. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_7,intramuscular_im_temperature_measure,TIME 30 (mins),text,37. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_7,intramuscular_im_temperature_measure,,text,38. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_7,intramuscular_im_temperature_measure,,text,39. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_7,intramuscular_im_temperature_measure,,text,40. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_7,intramuscular_im_temperature_measure,,text,41. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_7,intramuscular_im_temperature_measure,,text,42. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_8,intramuscular_im_temperature_measure,TIME 40 (mins),text,43. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_8,intramuscular_im_temperature_measure,,text,44. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_8,intramuscular_im_temperature_measure,,text,45. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_8,intramuscular_im_temperature_measure,,text,46. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_8,intramuscular_im_temperature_measure,,text,47. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_8,intramuscular_im_temperature_measure,,text,48. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_9,intramuscular_im_temperature_measure,TIME 50 (mins),text,49. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_9,intramuscular_im_temperature_measure,,text,50. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_9,intramuscular_im_temperature_measure,,text,51. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_9,intramuscular_im_temperature_measure,,text,52. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_9,intramuscular_im_temperature_measure,,text,53. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_9,intramuscular_im_temperature_measure,,text,54. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_10,intramuscular_im_temperature_measure,TIME 60 (mins),text,55. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_10,intramuscular_im_temperature_measure,,text,56. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_10,intramuscular_im_temperature_measure,,text,57. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_10,intramuscular_im_temperature_measure,,text,58. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_10,intramuscular_im_temperature_measure,,text,59. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_10,intramuscular_im_temperature_measure,,text,60. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_11,intramuscular_im_temperature_measure,TIME 70 (mins),text,61. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_11,intramuscular_im_temperature_measure,,text,62. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_11,intramuscular_im_temperature_measure,,text,63. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_11,intramuscular_im_temperature_measure,,text,64. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_11,intramuscular_im_temperature_measure,,text,65. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_11,intramuscular_im_temperature_measure,,text,66. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_12,intramuscular_im_temperature_measure,TIME 80 (mins),text,67. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_12,intramuscular_im_temperature_measure,,text,68. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_12,intramuscular_im_temperature_measure,,text,69. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_12,intramuscular_im_temperature_measure,,text,70. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_12,intramuscular_im_temperature_measure,,text,71. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_12,intramuscular_im_temperature_measure,,text,72. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_13,intramuscular_im_temperature_measure,TIME 90 (mins),text,73. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_13,intramuscular_im_temperature_measure,,text,74. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_13,intramuscular_im_temperature_measure,,text,75. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_13,intramuscular_im_temperature_measure,,text,76. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_13,intramuscular_im_temperature_measure,,text,77. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_13,intramuscular_im_temperature_measure,,text,78. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_14,intramuscular_im_temperature_measure,COOLDOWN TIME 100 (mins),text,79. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_14,intramuscular_im_temperature_measure,,text,80. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_14,intramuscular_im_temperature_measure,,text,81. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_14,intramuscular_im_temperature_measure,,text,82. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_14,intramuscular_im_temperature_measure,,text,83. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_14,intramuscular_im_temperature_measure,,text,84. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_15,intramuscular_im_temperature_measure,COOLDOWN TIME 110 (mins),text,85. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_15,intramuscular_im_temperature_measure,,text,86. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_15,intramuscular_im_temperature_measure,,text,87. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_15,intramuscular_im_temperature_measure,,text,88. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_15,intramuscular_im_temperature_measure,,text,89. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_15,intramuscular_im_temperature_measure,,text,90. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_heat_pad_16,intramuscular_im_temperature_measure,COOLDOWN TIME 120 (mins),text,91. Heating pad temperature (°c),,,number,,,,,y,,,,,
im_temp_temperature_16,intramuscular_im_temperature_measure,,text,92. Im temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_16,intramuscular_im_temperature_measure,,text,93. Im skin temperature (°c),,,number,,,,,y,,,,,
im_temp_skin_opposite_16,intramuscular_im_temperature_measure,,text,94. Skin temperature (°c),,,number,,,,,y,,,,,
im_room_temp_16,intramuscular_im_temperature_measure,,text,95. Room temperature (°c),,,number,,,,,y,,,,,
im_temp_forehead_16,intramuscular_im_temperature_measure,,text,96. Forehead temperature (°c),,,number,,,,,y,,,,,
im_temp_peak,intramuscular_im_temperature_measure,SUMMARY DATA,text,97. Peak im temp (°c),,,number,,,,,y,,,,,
im_temp_peak_skin_temp,intramuscular_im_temperature_measure,,text,98. Peak skin temp (°c),,,number,,,,,y,,,,,
im_temp_established,intramuscular_im_temperature_measure,,yesno,99. Was heat pad temperature needed to raise the intramuscular (im) temperature to approximately 40°c established?,,,,,,,,y,,,,,
im_temp_setting,intramuscular_im_temperature_measure,,text,"100.  What is the determined heat pad temperature setting (°c) for participant?
",,,number,,,,,y,,,,,In Celsius 
im_temp_blood_spillage,intramuscular_im_temperature_measure,,yesno,101. Were surfaces contaminated with blood spillage cleaned and disinfected?,,,,,,,,,,,,,
im_temp_notes,intramuscular_im_temperature_measure,,notes,,,,,,,,,,,,,,
heatpad_session_date,min_inlab_heat_pad_therapy_session,,text,1. Date of in-lab heat pad therapy visit,,,date_dmy,,,,,y,,,,,
heatpad_session,min_inlab_heat_pad_therapy_session,,yesno,2. Did participant show to in-lab heat pad therapy visit?,,,,,,,,y,,,,,
hetapad_session_notes,min_inlab_heat_pad_therapy_session,,notes,2a. If participant did not show to in-lab heat pad therapy visit why not?,,,,,,,[heatpad_session] = '0',y,,,,,
heatpad_log_collection,min_inlab_heat_pad_therapy_session,,yesno,3. Was at home heat pad therapy log collected from participant?,,,,,,,,y,,,,,
heatpad_log_complete,min_inlab_heat_pad_therapy_session,,yesno,3a.  Was at home heat pad therapy log accurately completed for all corresponding days?,,,,,,,[heatpad_log_collection] = '1',y,,,,,
heatpad_log_complete_notes,min_inlab_heat_pad_therapy_session,,notes,"3b. If no to question 3a, please explain",,,,,,,[heatpad_log_complete] = '0',y,,,,,
heatpad_log_upload,min_inlab_heat_pad_therapy_session,,file,3c. Upload home heat session log,,,,,,,[heatpad_log_collection] = '1',,,,,,
heatpad_log_upload_notes,min_inlab_heat_pad_therapy_session,,notes,"3d. If no to question 3, please explain",,,,,,,[heatpad_log_collection] = '0',y,,,,,
heatpad_systolic_1,min_inlab_heat_pad_therapy_session,1ST BLOOD PRESSURE READING (10min),text,7. Systolic measurment (mmhg),,,,,,,,,,,,,
heatpad_diastolic_1,min_inlab_heat_pad_therapy_session,,text,8. Diastolic measurment (mmhg),,,,,,,,,,,,,
heatpad_hr_1,min_inlab_heat_pad_therapy_session,,text,9. Pulse (heart rate) measurment,,,,,,,,,,,,,
heatpad_position_1,min_inlab_heat_pad_therapy_session,,radio,10. Position of participant during blood pressure reading,"1, Seated | 2, Supine",,,,,,,,,,,,
heatpad_systolic_2,min_inlab_heat_pad_therapy_session,2ND BLOOD PRESSURE READING (20min),text,11. Systolic measurment (mmhg),,,,,,,,,,,,,
heatpad_diastolic_2,min_inlab_heat_pad_therapy_session,,text,12. Diastolic measurment (mmhg),,,,,,,,,,,,,
heatpad_hr_2,min_inlab_heat_pad_therapy_session,,text,13. Pulse (heart rate) measurment,,,,,,,,,,,,,
heatpad_position_2,min_inlab_heat_pad_therapy_session,,radio,14. Position of participant during blood pressure reading,"1, Seated | 2, Supine",,,,,,,,,,,,
heatpad_systolic_3,min_inlab_heat_pad_therapy_session,3RD BLOOD PRESSURE READING (30min),text,15. Systolic measurment (mmhg),,,,,,,,,,,,,
heatpad_diastolic_3,min_inlab_heat_pad_therapy_session,,text,16. Diastolic measurment (mmhg),,,,,,,,,,,,,
heatpad_hr_3,min_inlab_heat_pad_therapy_session,,text,17. Pulse (heart rate) measurment,,,,,,,,,,,,,
heatpad_position_3,min_inlab_heat_pad_therapy_session,,radio,18. Position of participant during blood pressure reading,"1, Seated | 2, Supine",,,,,,,,,,,,
heatpad_systolic_4,min_inlab_heat_pad_therapy_session,4TH BLOOD PRESSURE READING (40min),text,19. Systolic measurment (mmhg),,,,,,,,,,,,,
heatpad_diastolic_4,min_inlab_heat_pad_therapy_session,,text,20. Diastolic measurment (mmhg),,,,,,,,,,,,,
heatpad_hr_4,min_inlab_heat_pad_therapy_session,,text,21. Pulse (heart rate) measurment,,,,,,,,,,,,,
heatpad_position_4,min_inlab_heat_pad_therapy_session,,radio,22. Position of participant during blood pressure reading,"1, Seated | 2, Supine",,,,,,,,,,,,
heatpad_systolic_5,min_inlab_heat_pad_therapy_session,5TH BLOOD PRESSURE READING (50min),text,23. Systolic measurment (mmhg),,,,,,,,,,,,,
heatpad_diastolic_5,min_inlab_heat_pad_therapy_session,,text,24. Diastolic measurment (mmhg),,,,,,,,,,,,,
heatpad_hr_5,min_inlab_heat_pad_therapy_session,,text,25. Pulse (heart rate) measurment,,,,,,,,,,,,,
heatpad_position_5,min_inlab_heat_pad_therapy_session,,radio,26. Position of participant during blood pressure reading,"1, Seated | 2, Supine",,,,,,,,,,,,
heatpad_systolic_6,min_inlab_heat_pad_therapy_session,6TH BLOOD PRESSURE READING (60min),text,27. Systolic measurment (mmhg),,,,,,,,,,,,,
heatpad_diastolic_6,min_inlab_heat_pad_therapy_session,,text,28. Diastolic measurment (mmhg),,,,,,,,,,,,,
heatpad_hr_6,min_inlab_heat_pad_therapy_session,,text,29. Pulse (heart rate) measurment,,,,,,,,,,,,,
heatpad_position_6,min_inlab_heat_pad_therapy_session,,radio,30. Position of participant during blood pressure reading,"1, Seated | 2, Supine",,,,,,,,,,,,
heatpad_systolic_7,min_inlab_heat_pad_therapy_session,7TH BLOOD PRESSURE READING (70min),text,31. Systolic measurment (mmhg),,,,,,,,,,,,,
heatpad_diastolic_7,min_inlab_heat_pad_therapy_session,,text,32. Diastolic measurment (mmhg),,,,,,,,,,,,,
heatpad_hr_7,min_inlab_heat_pad_therapy_session,,text,33. Pulse (heart rate) measurment,,,,,,,,,,,,,
heatpad_position_7,min_inlab_heat_pad_therapy_session,,radio,34. Position of participant during blood pressure reading,"1, Seated | 2, Supine",,,,,,,,,,,,
heatpad_systolic_8,min_inlab_heat_pad_therapy_session,8TH BLOOD PRESSURE READING (80min),text,35. Systolic measurment (mmhg),,,,,,,,,,,,,
heatpad_diastolic_8,min_inlab_heat_pad_therapy_session,,text,36. Diastolic measurment (mmhg),,,,,,,,,,,,,
heatpad_hr_8,min_inlab_heat_pad_therapy_session,,text,37. Pulse (heart rate) measurment,,,,,,,,,,,,,
